county,precinct,office,district,party,candidate,votes,election_day,absentee_affidavit
Otsego,BURLINGTON 1 ,Governor,,DEM,Cynthia E. Nixon,17,17,0
Otsego,"BUTTERNUTS 1,2 ",Governor,,DEM,Cynthia E. Nixon,54,51,3
Otsego,CHERRY VALLEY 1 ,Governor,,DEM,Cynthia E. Nixon,56,52,4
Otsego,DECATUR 1 ,Governor,,DEM,Cynthia E. Nixon,5,5,0
Otsego,EDMESTON 1 ,Governor,,DEM,Cynthia E. Nixon,32,32,0
Otsego,EXETER 1 ,Governor,,DEM,Cynthia E. Nixon,15,15,0
Otsego,"HARTWICK 1,2 ",Governor,,DEM,Cynthia E. Nixon,65,62,3
Otsego,"LAURENS 1,2 ",Governor,,DEM,Cynthia E. Nixon,62,61,1
Otsego,"MARYLAND 1,2 ",Governor,,DEM,Cynthia E. Nixon,35,32,3
Otsego,"MIDDLEFIELD 1,2 ",Governor,,DEM,Cynthia E. Nixon,85,77,8
Otsego,"MILFORD 1,2 ",Governor,,DEM,Cynthia E. Nixon,64,56,8
Otsego,MORRIS 1 ,Governor,,DEM,Cynthia E. Nixon,45,43,2
Otsego,NEW LISBON 1 ,Governor,,DEM,Cynthia E. Nixon,24,24,0
Otsego,"ONEONTA 1,3,4 ",Governor,,DEM,Cynthia E. Nixon,130,120,10
Otsego,ONEONTA 2 ,Governor,,DEM,Cynthia E. Nixon,71,67,4
Otsego,"OTEGO 1,2 ",Governor,,DEM,Cynthia E. Nixon,67,62,5
Otsego,"OTSEGO 1,2 ",Governor,,DEM,Cynthia E. Nixon,128,122,6
Otsego,OTSEGO 3 ,Governor,,DEM,Cynthia E. Nixon,69,65,4
Otsego,PITTSFIELD 1 ,Governor,,DEM,Cynthia E. Nixon,17,13,4
Otsego,PLAINFIELD 1 ,Governor,,DEM,Cynthia E. Nixon,12,12,0
Otsego,"RICHFIELD 1,2 ",Governor,,DEM,Cynthia E. Nixon,29,22,7
Otsego,ROSEBOOM 1 ,Governor,,DEM,Cynthia E. Nixon,34,26,8
Otsego,SPRINGFIELD 1 ,Governor,,DEM,Cynthia E. Nixon,37,35,2
Otsego,"UNADILLA 1,2,3 ",Governor,,DEM,Cynthia E. Nixon,67,67,0
Otsego,WESTFORD 1 ,Governor,,DEM,Cynthia E. Nixon,23,23,0
Otsego,"WORCESTER 1,2,3 ",Governor,,DEM,Cynthia E. Nixon,56,50,6
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Governor,,DEM,Cynthia E. Nixon,403,381,22
Otsego,BURLINGTON 1 ,Governor,,DEM,Andrew M. Cuomo,17,15,2
Otsego,"BUTTERNUTS 1,2 ",Governor,,DEM,Andrew M. Cuomo,54,51,3
Otsego,CHERRY VALLEY 1 ,Governor,,DEM,Andrew M. Cuomo,40,39,1
Otsego,DECATUR 1 ,Governor,,DEM,Andrew M. Cuomo,4,3,1
Otsego,EDMESTON 1 ,Governor,,DEM,Andrew M. Cuomo,25,21,4
Otsego,EXETER 1 ,Governor,,DEM,Andrew M. Cuomo,8,8,0
Otsego,"HARTWICK 1,2 ",Governor,,DEM,Andrew M. Cuomo,54,52,2
Otsego,"LAURENS 1,2 ",Governor,,DEM,Andrew M. Cuomo,48,46,2
Otsego,"MARYLAND 1,2 ",Governor,,DEM,Andrew M. Cuomo,34,33,1
Otsego,"MIDDLEFIELD 1,2 ",Governor,,DEM,Andrew M. Cuomo,87,72,15
Otsego,"MILFORD 1,2 ",Governor,,DEM,Andrew M. Cuomo,84,70,14
Otsego,MORRIS 1 ,Governor,,DEM,Andrew M. Cuomo,40,34,6
Otsego,NEW LISBON 1 ,Governor,,DEM,Andrew M. Cuomo,25,19,6
Otsego,"ONEONTA 1,3,4 ",Governor,,DEM,Andrew M. Cuomo,153,125,28
Otsego,ONEONTA 2 ,Governor,,DEM,Andrew M. Cuomo,77,70,7
Otsego,"OTEGO 1,2 ",Governor,,DEM,Andrew M. Cuomo,47,47,0
Otsego,"OTSEGO 1,2 ",Governor,,DEM,Andrew M. Cuomo,163,146,17
Otsego,OTSEGO 3 ,Governor,,DEM,Andrew M. Cuomo,50,44,6
Otsego,PITTSFIELD 1 ,Governor,,DEM,Andrew M. Cuomo,20,17,3
Otsego,PLAINFIELD 1 ,Governor,,DEM,Andrew M. Cuomo,13,13,0
Otsego,"RICHFIELD 1,2 ",Governor,,DEM,Andrew M. Cuomo,38,29,9
Otsego,ROSEBOOM 1 ,Governor,,DEM,Andrew M. Cuomo,23,19,4
Otsego,SPRINGFIELD 1 ,Governor,,DEM,Andrew M. Cuomo,28,26,2
Otsego,"UNADILLA 1,2,3 ",Governor,,DEM,Andrew M. Cuomo,90,84,6
Otsego,WESTFORD 1 ,Governor,,DEM,Andrew M. Cuomo,16,16,0
Otsego,"WORCESTER 1,2,3 ",Governor,,DEM,Andrew M. Cuomo,40,35,5
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Governor,,DEM,Andrew M. Cuomo,388,351,37
Otsego,BURLINGTON 1 ,Governor,,DEM,Under Votes,1,1,0
Otsego,"BUTTERNUTS 1,2 ",Governor,,DEM,Under Votes,1,1,0
Otsego,CHERRY VALLEY 1 ,Governor,,DEM,Under Votes,2,2,0
Otsego,DECATUR 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,EDMESTON 1 ,Governor,,DEM,Under Votes,1,1,0
Otsego,EXETER 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"HARTWICK 1,2 ",Governor,,DEM,Under Votes,2,1,1
Otsego,"LAURENS 1,2 ",Governor,,DEM,Under Votes,1,1,0
Otsego,"MARYLAND 1,2 ",Governor,,DEM,Under Votes,2,2,0
Otsego,"MIDDLEFIELD 1,2 ",Governor,,DEM,Under Votes,2,1,1
Otsego,"MILFORD 1,2 ",Governor,,DEM,Under Votes,2,1,1
Otsego,MORRIS 1 ,Governor,,DEM,Under Votes,1,1,0
Otsego,NEW LISBON 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",Governor,,DEM,Under Votes,5,4,1
Otsego,ONEONTA 2 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"OTEGO 1,2 ",Governor,,DEM,Under Votes,3,3,0
Otsego,"OTSEGO 1,2 ",Governor,,DEM,Under Votes,4,3,1
Otsego,OTSEGO 3 ,Governor,,DEM,Under Votes,0,0,0
Otsego,PITTSFIELD 1 ,Governor,,DEM,Under Votes,1,1,0
Otsego,PLAINFIELD 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",Governor,,DEM,Under Votes,2,2,0
Otsego,ROSEBOOM 1 ,Governor,,DEM,Under Votes,1,1,0
Otsego,SPRINGFIELD 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",Governor,,DEM,Under Votes,5,5,0
Otsego,WESTFORD 1 ,Governor,,DEM,Under Votes,0,0,0
Otsego,"WORCESTER 1,2,3 ",Governor,,DEM,Under Votes,1,1,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Governor,,DEM,Under Votes,11,10,1
Otsego,BURLINGTON 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,CHERRY VALLEY 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,DECATUR 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,EDMESTON 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,EXETER 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"HARTWICK 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"LAURENS 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"MARYLAND 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"MILFORD 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,MORRIS 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,NEW LISBON 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",Governor,,DEM,Over Votes,0,0,0
Otsego,ONEONTA 2 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"OTEGO 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"OTSEGO 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,OTSEGO 3 ,Governor,,DEM,Over Votes,0,0,0
Otsego,PITTSFIELD 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,PLAINFIELD 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",Governor,,DEM,Over Votes,0,0,0
Otsego,ROSEBOOM 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,SPRINGFIELD 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",Governor,,DEM,Over Votes,1,1,0
Otsego,WESTFORD 1 ,Governor,,DEM,Over Votes,0,0,0
Otsego,"WORCESTER 1,2,3 ",Governor,,DEM,Over Votes,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Governor,,DEM,Over Votes,0,0,0
Otsego,BURLINGTON 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,CHERRY VALLEY 1 ,Governor,,DEM,Write-ins,2,2,0
Otsego,DECATUR 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,EDMESTON 1 ,Governor,,DEM,Write-ins,1,1,0
Otsego,EXETER 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"HARTWICK 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,"LAURENS 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,"MARYLAND 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Governor,,DEM,Write-ins,2,2,0
Otsego,"MILFORD 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,MORRIS 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,NEW LISBON 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"ONEONTA 1,3,4 ",Governor,,DEM,Write-ins,1,1,0
Otsego,ONEONTA 2 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"OTEGO 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,"OTSEGO 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,OTSEGO 3 ,Governor,,DEM,Write-ins,0,0,0
Otsego,PITTSFIELD 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,PLAINFIELD 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"RICHFIELD 1,2 ",Governor,,DEM,Write-ins,0,0,0
Otsego,ROSEBOOM 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,SPRINGFIELD 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"UNADILLA 1,2,3 ",Governor,,DEM,Write-ins,2,2,0
Otsego,WESTFORD 1 ,Governor,,DEM,Write-ins,0,0,0
Otsego,"WORCESTER 1,2,3 ",Governor,,DEM,Write-ins,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Governor,,DEM,Write-ins,1,1,0
Otsego,BURLINGTON 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,17,16,1
Otsego,"BUTTERNUTS 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,50,47,3
Otsego,CHERRY VALLEY 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,49,47,2
Otsego,DECATUR 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,4,4,0
Otsego,EDMESTON 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,26,23,3
Otsego,EXETER 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,11,11,0
Otsego,"HARTWICK 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,51,49,2
Otsego,"LAURENS 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,65,63,2
Otsego,"MARYLAND 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,38,34,4
Otsego,"MIDDLEFIELD 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,88,73,15
Otsego,"MILFORD 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,93,78,15
Otsego,MORRIS 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,49,41,8
Otsego,NEW LISBON 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,25,19,6
Otsego,"ONEONTA 1,3,4 ",Lieutenant Governor,,DEM,Kathy C. Hochul,160,135,25
Otsego,ONEONTA 2 ,Lieutenant Governor,,DEM,Kathy C. Hochul,82,77,5
Otsego,"OTEGO 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,55,55,0
Otsego,"OTSEGO 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,163,148,15
Otsego,OTSEGO 3 ,Lieutenant Governor,,DEM,Kathy C. Hochul,45,41,4
Otsego,PITTSFIELD 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,17,15,2
Otsego,PLAINFIELD 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,12,12,0
Otsego,"RICHFIELD 1,2 ",Lieutenant Governor,,DEM,Kathy C. Hochul,40,29,11
Otsego,ROSEBOOM 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,28,23,5
Otsego,SPRINGFIELD 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,39,36,3
Otsego,"UNADILLA 1,2,3 ",Lieutenant Governor,,DEM,Kathy C. Hochul,100,95,5
Otsego,WESTFORD 1 ,Lieutenant Governor,,DEM,Kathy C. Hochul,13,13,0
Otsego,"WORCESTER 1,2,3 ",Lieutenant Governor,,DEM,Kathy C. Hochul,50,46,4
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Lieutenant Governor,,DEM,Kathy C. Hochul,409,378,31
Otsego,BURLINGTON 1 ,Lieutenant Governor,,DEM,Jumaane Williams,13,12,1
Otsego,"BUTTERNUTS 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,53,51,2
Otsego,CHERRY VALLEY 1 ,Lieutenant Governor,,DEM,Jumaane Williams,44,41,3
Otsego,DECATUR 1 ,Lieutenant Governor,,DEM,Jumaane Williams,4,4,0
Otsego,EDMESTON 1 ,Lieutenant Governor,,DEM,Jumaane Williams,26,25,1
Otsego,EXETER 1 ,Lieutenant Governor,,DEM,Jumaane Williams,10,10,0
Otsego,"HARTWICK 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,58,55,3
Otsego,"LAURENS 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,43,42,1
Otsego,"MARYLAND 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,29,29,0
Otsego,"MIDDLEFIELD 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,75,68,7
Otsego,"MILFORD 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,53,47,6
Otsego,MORRIS 1 ,Lieutenant Governor,,DEM,Jumaane Williams,31,31,0
Otsego,NEW LISBON 1 ,Lieutenant Governor,,DEM,Jumaane Williams,20,20,0
Otsego,"ONEONTA 1,3,4 ",Lieutenant Governor,,DEM,Jumaane Williams,99,93,6
Otsego,ONEONTA 2 ,Lieutenant Governor,,DEM,Jumaane Williams,57,53,4
Otsego,"OTEGO 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,52,48,4
Otsego,"OTSEGO 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,112,108,4
Otsego,OTSEGO 3 ,Lieutenant Governor,,DEM,Jumaane Williams,53,49,4
Otsego,PITTSFIELD 1 ,Lieutenant Governor,,DEM,Jumaane Williams,19,14,5
Otsego,PLAINFIELD 1 ,Lieutenant Governor,,DEM,Jumaane Williams,12,12,0
Otsego,"RICHFIELD 1,2 ",Lieutenant Governor,,DEM,Jumaane Williams,16,15,1
Otsego,ROSEBOOM 1 ,Lieutenant Governor,,DEM,Jumaane Williams,27,20,7
Otsego,SPRINGFIELD 1 ,Lieutenant Governor,,DEM,Jumaane Williams,20,19,1
Otsego,"UNADILLA 1,2,3 ",Lieutenant Governor,,DEM,Jumaane Williams,54,53,1
Otsego,WESTFORD 1 ,Lieutenant Governor,,DEM,Jumaane Williams,23,23,0
Otsego,"WORCESTER 1,2,3 ",Lieutenant Governor,,DEM,Jumaane Williams,42,35,7
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Lieutenant Governor,,DEM,Jumaane Williams,337,314,23
Otsego,BURLINGTON 1 ,Lieutenant Governor,,DEM,Under Votes,5,5,0
Otsego,"BUTTERNUTS 1,2 ",Lieutenant Governor,,DEM,Under Votes,6,5,1
Otsego,CHERRY VALLEY 1 ,Lieutenant Governor,,DEM,Under Votes,7,7,0
Otsego,DECATUR 1 ,Lieutenant Governor,,DEM,Under Votes,1,0,1
Otsego,EDMESTON 1 ,Lieutenant Governor,,DEM,Under Votes,6,6,0
Otsego,EXETER 1 ,Lieutenant Governor,,DEM,Under Votes,2,2,0
Otsego,"HARTWICK 1,2 ",Lieutenant Governor,,DEM,Under Votes,12,11,1
Otsego,"LAURENS 1,2 ",Lieutenant Governor,,DEM,Under Votes,3,3,0
Otsego,"MARYLAND 1,2 ",Lieutenant Governor,,DEM,Under Votes,4,4,0
Otsego,"MIDDLEFIELD 1,2 ",Lieutenant Governor,,DEM,Under Votes,13,11,2
Otsego,"MILFORD 1,2 ",Lieutenant Governor,,DEM,Under Votes,4,2,2
Otsego,MORRIS 1 ,Lieutenant Governor,,DEM,Under Votes,6,6,0
Otsego,NEW LISBON 1 ,Lieutenant Governor,,DEM,Under Votes,4,4,0
Otsego,"ONEONTA 1,3,4 ",Lieutenant Governor,,DEM,Under Votes,29,21,8
Otsego,ONEONTA 2 ,Lieutenant Governor,,DEM,Under Votes,9,7,2
Otsego,"OTEGO 1,2 ",Lieutenant Governor,,DEM,Under Votes,10,9,1
Otsego,"OTSEGO 1,2 ",Lieutenant Governor,,DEM,Under Votes,20,15,5
Otsego,OTSEGO 3 ,Lieutenant Governor,,DEM,Under Votes,21,19,2
Otsego,PITTSFIELD 1 ,Lieutenant Governor,,DEM,Under Votes,2,2,0
Otsego,PLAINFIELD 1 ,Lieutenant Governor,,DEM,Under Votes,1,1,0
Otsego,"RICHFIELD 1,2 ",Lieutenant Governor,,DEM,Under Votes,12,8,4
Otsego,ROSEBOOM 1 ,Lieutenant Governor,,DEM,Under Votes,3,3,0
Otsego,SPRINGFIELD 1 ,Lieutenant Governor,,DEM,Under Votes,6,6,0
Otsego,"UNADILLA 1,2,3 ",Lieutenant Governor,,DEM,Under Votes,10,10,0
Otsego,WESTFORD 1 ,Lieutenant Governor,,DEM,Under Votes,3,3,0
Otsego,"WORCESTER 1,2,3 ",Lieutenant Governor,,DEM,Under Votes,5,5,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Lieutenant Governor,,DEM,Under Votes,56,50,6
Otsego,BURLINGTON 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,CHERRY VALLEY 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,DECATUR 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,EDMESTON 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,EXETER 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"HARTWICK 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"LAURENS 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"MARYLAND 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"MILFORD 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,MORRIS 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,NEW LISBON 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,ONEONTA 2 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"OTEGO 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"OTSEGO 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,OTSEGO 3 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,PITTSFIELD 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,PLAINFIELD 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,ROSEBOOM 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,SPRINGFIELD 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,WESTFORD 1 ,Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"WORCESTER 1,2,3 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Lieutenant Governor,,DEM,Over Votes,0,0,0
Otsego,BURLINGTON 1 ,Lieutenant Governor,,DEM,Write-ins,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Lieutenant Governor,,DEM,Write-ins,0,0,0
