county,precinct,office,district,party,candidate,votes,election_day,absentee_affidavit
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Nancy B. Sliwa,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Nancy B. Sliwa,1,0,1
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Nancy B. Sliwa,2,2,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Nancy B. Sliwa,3,3,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Nancy B. Sliwa,0,0,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Nancy B. Sliwa,1,1,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Nancy B. Sliwa,1,0,1
Otsego,BURLINGTON 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Attorney General,,REF,Mike Diederich,2,2,0
Otsego,CHERRY VALLEY 1 ,Attorney General,,REF,Mike Diederich,1,1,0
Otsego,DECATUR 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,EDMESTON 1 ,Attorney General,,REF,Mike Diederich,1,1,0
Otsego,EXETER 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,"HARTWICK 1,2 ",Attorney General,,REF,Mike Diederich,3,3,0
Otsego,"LAURENS 1,2 ",Attorney General,,REF,Mike Diederich,3,2,1
Otsego,"MARYLAND 1,2 ",Attorney General,,REF,Mike Diederich,2,2,0
Otsego,"MIDDLEFIELD 1,2 ",Attorney General,,REF,Mike Diederich,3,2,1
Otsego,"MILFORD 1,2 ",Attorney General,,REF,Mike Diederich,1,1,0
Otsego,MORRIS 1 ,Attorney General,,REF,Mike Diederich,2,2,0
Otsego,NEW LISBON 1 ,Attorney General,,REF,Mike Diederich,2,2,0
Otsego,"ONEONTA 1,3,4 ",Attorney General,,REF,Mike Diederich,1,0,1
Otsego,ONEONTA 2 ,Attorney General,,REF,Mike Diederich,3,3,0
Otsego,"OTEGO 1,2 ",Attorney General,,REF,Mike Diederich,1,1,0
Otsego,"OTSEGO 1,2 ",Attorney General,,REF,Mike Diederich,1,1,0
Otsego,OTSEGO 3 ,Attorney General,,REF,Mike Diederich,1,1,0
Otsego,PITTSFIELD 1 ,Attorney General,,REF,Mike Diederich,5,5,0
Otsego,PLAINFIELD 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Mike Diederich,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Mike Diederich,0,0,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Mike Diederich,2,2,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Mike Diederich,1,1,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Mike Diederich,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Mike Diederich,2,0,2
Otsego,BURLINGTON 1 ,Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,"BUTTERNUTS 1,2 ",Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,CHERRY VALLEY 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,DECATUR 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,EDMESTON 1 ,Attorney General,,REF,Christopher B. Garvey,1,0,1
Otsego,EXETER 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,"HARTWICK 1,2 ",Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,"LAURENS 1,2 ",Attorney General,,REF,Christopher B. Garvey,2,2,0
Otsego,"MARYLAND 1,2 ",Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,"MIDDLEFIELD 1,2 ",Attorney General,,REF,Christopher B. Garvey,3,3,0
Otsego,"MILFORD 1,2 ",Attorney General,,REF,Christopher B. Garvey,2,1,1
Otsego,MORRIS 1 ,Attorney General,,REF,Christopher B. Garvey,3,2,1
Otsego,NEW LISBON 1 ,Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,"ONEONTA 1,3,4 ",Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,ONEONTA 2 ,Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,"OTEGO 1,2 ",Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,"OTSEGO 1,2 ",Attorney General,,REF,Christopher B. Garvey,1,0,1
Otsego,OTSEGO 3 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,PITTSFIELD 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,PLAINFIELD 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Christopher B. Garvey,2,2,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Christopher B. Garvey,0,0,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Christopher B. Garvey,1,0,1
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Christopher B. Garvey,1,1,0
Otsego,BURLINGTON 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,CHERRY VALLEY 1 ,Attorney General,,REF,Under Votes,1,1,0
Otsego,DECATUR 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,EDMESTON 1 ,Attorney General,,REF,Under Votes,1,1,0
Otsego,EXETER 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"HARTWICK 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"LAURENS 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"MARYLAND 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"MILFORD 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,MORRIS 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,NEW LISBON 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",Attorney General,,REF,Under Votes,1,0,1
Otsego,ONEONTA 2 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"OTEGO 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"OTSEGO 1,2 ",Attorney General,,REF,Under Votes,1,0,1
Otsego,OTSEGO 3 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,PITTSFIELD 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,PLAINFIELD 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Under Votes,0,0,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Under Votes,0,0,0
Otsego,BURLINGTON 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,CHERRY VALLEY 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,DECATUR 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,EDMESTON 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,EXETER 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"HARTWICK 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"LAURENS 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"MARYLAND 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"MILFORD 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,MORRIS 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,NEW LISBON 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,ONEONTA 2 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"OTEGO 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"OTSEGO 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,OTSEGO 3 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,PITTSFIELD 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,PLAINFIELD 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Over Votes,0,0,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Over Votes,0,0,0
Otsego,BURLINGTON 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"BUTTERNUTS 1,2 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,CHERRY VALLEY 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,DECATUR 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,EDMESTON 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,EXETER 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"HARTWICK 1,2 ",Attorney General,,REF,Write-ins,2,2,0
Otsego,"LAURENS 1,2 ",Attorney General,,REF,Write-ins,1,1,0
Otsego,"MARYLAND 1,2 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,"MIDDLEFIELD 1,2 ",Attorney General,,REF,Write-ins,1,1,0
Otsego,"MILFORD 1,2 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,MORRIS 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,NEW LISBON 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"ONEONTA 1,3,4 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,ONEONTA 2 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"OTEGO 1,2 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,"OTSEGO 1,2 ",Attorney General,,REF,Write-ins,1,1,0
Otsego,OTSEGO 3 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,PITTSFIELD 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,PLAINFIELD 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"RICHFIELD 1,2 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,ROSEBOOM 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,SPRINGFIELD 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"UNADILLA 1,2,3 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,WESTFORD 1 ,Attorney General,,REF,Write-ins,0,0,0
Otsego,"WORCESTER 1,2,3 ",Attorney General,,REF,Write-ins,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",Attorney General,,REF,Write-ins,2,2,0
Otsego,BURLINGTON 1 ,State Assembly,121,DEM,Bill Magee,19,19,0
Otsego,EDMESTON 1 ,State Assembly,121,DEM,Bill Magee,35,32,3
Otsego,EXETER 1 ,State Assembly,121,DEM,Bill Magee,11,11,0
Otsego,"HARTWICK 1,2 ",State Assembly,121,DEM,Bill Magee,69,64,5
Otsego,"LAURENS 1,2 ",State Assembly,121,DEM,Bill Magee,56,55,1
Otsego,"MILFORD 1,2 ",State Assembly,121,DEM,Bill Magee,88,75,13
Otsego,NEW LISBON 1 ,State Assembly,121,DEM,Bill Magee,24,20,4
Otsego,"ONEONTA 1,3,4 ",State Assembly,121,DEM,Bill Magee,113,102,11
Otsego,ONEONTA 2 ,State Assembly,121,DEM,Bill Magee,63,57,6
Otsego,"OTEGO 1,2 ",State Assembly,121,DEM,Bill Magee,65,61,4
Otsego,"OTSEGO 1,2 ",State Assembly,121,DEM,Bill Magee,176,167,9
Otsego,OTSEGO 3 ,State Assembly,121,DEM,Bill Magee,64,58,6
Otsego,PITTSFIELD 1 ,State Assembly,121,DEM,Bill Magee,24,22,2
Otsego,PLAINFIELD 1 ,State Assembly,121,DEM,Bill Magee,19,19,0
Otsego,"RICHFIELD 1,2 ",State Assembly,121,DEM,Bill Magee,42,30,12
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",State Assembly,121,DEM,Bill Magee,335,305,30
Otsego,BURLINGTON 1 ,State Assembly,121,DEM,Dan Buttermann,13,11,2
Otsego,EDMESTON 1 ,State Assembly,121,DEM,Dan Buttermann,21,20,1
Otsego,EXETER 1 ,State Assembly,121,DEM,Dan Buttermann,12,12,0
Otsego,"HARTWICK 1,2 ",State Assembly,121,DEM,Dan Buttermann,50,49,1
Otsego,"LAURENS 1,2 ",State Assembly,121,DEM,Dan Buttermann,54,52,2
Otsego,"MILFORD 1,2 ",State Assembly,121,DEM,Dan Buttermann,59,50,9
Otsego,NEW LISBON 1 ,State Assembly,121,DEM,Dan Buttermann,23,22,1
Otsego,"ONEONTA 1,3,4 ",State Assembly,121,DEM,Dan Buttermann,167,142,25
Otsego,ONEONTA 2 ,State Assembly,121,DEM,Dan Buttermann,79,75,4
Otsego,"OTEGO 1,2 ",State Assembly,121,DEM,Dan Buttermann,49,49,0
Otsego,"OTSEGO 1,2 ",State Assembly,121,DEM,Dan Buttermann,107,95,12
Otsego,OTSEGO 3 ,State Assembly,121,DEM,Dan Buttermann,47,44,3
Otsego,PITTSFIELD 1 ,State Assembly,121,DEM,Dan Buttermann,14,9,5
Otsego,PLAINFIELD 1 ,State Assembly,121,DEM,Dan Buttermann,5,5,0
Otsego,"RICHFIELD 1,2 ",State Assembly,121,DEM,Dan Buttermann,22,19,3
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",State Assembly,121,DEM,Dan Buttermann,436,408,28
Otsego,BURLINGTON 1 ,State Assembly,121,DEM,Under Votes,3,3,0
Otsego,EDMESTON 1 ,State Assembly,121,DEM,Under Votes,2,2,0
Otsego,EXETER 1 ,State Assembly,121,DEM,Under Votes,0,0,0
Otsego,"HARTWICK 1,2 ",State Assembly,121,DEM,Under Votes,2,2,0
Otsego,"LAURENS 1,2 ",State Assembly,121,DEM,Under Votes,1,1,0
Otsego,"MILFORD 1,2 ",State Assembly,121,DEM,Under Votes,3,2,1
Otsego,NEW LISBON 1 ,State Assembly,121,DEM,Under Votes,2,1,1
Otsego,"ONEONTA 1,3,4 ",State Assembly,121,DEM,Under Votes,8,5,3
Otsego,ONEONTA 2 ,State Assembly,121,DEM,Under Votes,6,5,1
Otsego,"OTEGO 1,2 ",State Assembly,121,DEM,Under Votes,3,2,1
Otsego,"OTSEGO 1,2 ",State Assembly,121,DEM,Under Votes,12,9,3
Otsego,OTSEGO 3 ,State Assembly,121,DEM,Under Votes,8,7,1
Otsego,PITTSFIELD 1 ,State Assembly,121,DEM,Under Votes,0,0,0
Otsego,PLAINFIELD 1 ,State Assembly,121,DEM,Under Votes,1,1,0
Otsego,"RICHFIELD 1,2 ",State Assembly,121,DEM,Under Votes,5,4,1
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",State Assembly,121,DEM,Under Votes,31,29,2
Otsego,BURLINGTON 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,EDMESTON 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,EXETER 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"HARTWICK 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"LAURENS 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"MILFORD 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,NEW LISBON 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"ONEONTA 1,3,4 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,ONEONTA 2 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"OTEGO 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"OTSEGO 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,OTSEGO 3 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,PITTSFIELD 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,PLAINFIELD 1 ,State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"RICHFIELD 1,2 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",State Assembly,121,DEM,Over Votes,0,0,0
Otsego,BURLINGTON 1 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,EDMESTON 1 ,State Assembly,121,DEM,Write-ins,1,1,0
Otsego,EXETER 1 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"HARTWICK 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"LAURENS 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"MILFORD 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,NEW LISBON 1 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"ONEONTA 1,3,4 ",State Assembly,121,DEM,Write-ins,1,1,0
Otsego,ONEONTA 2 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"OTEGO 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"OTSEGO 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,OTSEGO 3 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,PITTSFIELD 1 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,PLAINFIELD 1 ,State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"RICHFIELD 1,2 ",State Assembly,121,DEM,Write-ins,0,0,0
Otsego,"ONEONTA CITY WARD 1,2,3,4,5,6,7,8 ",State Assembly,121,DEM,Write-ins,1,1,0
Otsego,"BUTTERNUTS 1,2 ",State Assembly,122,REP,Nicholas R. Libous,22,18,4
Otsego,MORRIS 1 ,State Assembly,122,REP,Nicholas R. Libous,36,34,2
Otsego,"UNADILLA 1,2,3 ",State Assembly,122,REP,Nicholas R. Libous,29,26,3
Otsego,"BUTTERNUTS 1,2 ",State Assembly,122,REP,Clifford W. Crouch,93,82,11
Otsego,MORRIS 1 ,State Assembly,122,REP,Clifford W. Crouch,91,90,1
Otsego,"UNADILLA 1,2,3 ",State Assembly,122,REP,Clifford W. Crouch,193,190,3
Otsego,"BUTTERNUTS 1,2 ",State Assembly,122,REP,Under Votes,1,1,0
Otsego,MORRIS 1 ,State Assembly,122,REP,Under Votes,5,5,0
Otsego,"UNADILLA 1,2,3 ",State Assembly,122,REP,Under Votes,4,4,0
Otsego,"BUTTERNUTS 1,2 ",State Assembly,122,REP,Over Votes,1,0,1
Otsego,MORRIS 1 ,State Assembly,122,REP,Over Votes,0,0,0
Otsego,"UNADILLA 1,2,3 ",State Assembly,122,REP,Over Votes,0,0,0
Otsego,"BUTTERNUTS 1,2 ",State Assembly,122,REP,Write-ins,1,1,0
Otsego,MORRIS 1 ,State Assembly,122,REP,Write-ins,0,0,0
Otsego,"UNADILLA 1,2,3 ",State Assembly,122,REP,Write-ins,1,1,0