county,precinct,office,candidate,party,affidavit,absentee,early_voting,election_day,votes
Clinton,City of Plattsburgh Ward 1 1 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 1 2 ,President,Pete Buttigieg,DEM,0,5,0,2,7
Clinton,City of Plattsburgh Ward 1 3 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 2 1 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 2 2 ,President,Pete Buttigieg,DEM,0,1,0,1,2
Clinton,City of Plattsburgh Ward 3 1 ,President,Pete Buttigieg,DEM,0,1,0,2,3
Clinton,City of Plattsburgh Ward 3 2 ,President,Pete Buttigieg,DEM,0,3,0,2,5
Clinton,City of Plattsburgh Ward 4 1 ,President,Pete Buttigieg,DEM,0,1,0,2,3
Clinton,City of Plattsburgh Ward 4 2 ,President,Pete Buttigieg,DEM,0,1,0,3,4
Clinton,City of Plattsburgh Ward 5 1 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 5 2 ,President,Pete Buttigieg,DEM,0,1,0,1,2
Clinton,City of Plattsburgh Ward 6 1 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 6 2 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,Town of Altona 1 ,President,Pete Buttigieg,DEM,0,2,0,1,3
Clinton,Town of AuSable 1 ,President,Pete Buttigieg,DEM,0,4,0,1,5
Clinton,Town of AuSable 2 ,President,Pete Buttigieg,DEM,0,2,0,0,2
Clinton,Town of Beekmantown 1 ,President,Pete Buttigieg,DEM,0,0,0,2,2
Clinton,Town of Beekmantown 2 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 3 ,President,Pete Buttigieg,DEM,0,1,0,1,2
Clinton,Town of Beekmantown 4 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Black Brook 1 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,Town of Black Brook 2 ,President,Pete Buttigieg,DEM,0,2,0,0,2
Clinton,Town of Champlain 1 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,Town of Champlain 2 ,President,Pete Buttigieg,DEM,0,2,0,1,3
Clinton,Town of Champlain 3 ,President,Pete Buttigieg,DEM,0,0,0,3,3
Clinton,Town of Chazy 1 ,President,Pete Buttigieg,DEM,0,1,0,3,4
Clinton,Town of Chazy 2 ,President,Pete Buttigieg,DEM,0,2,0,0,2
Clinton,Town of Clinton 1 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Dannemora 1 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Dannemora 2 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Dannemora 3 ,President,Pete Buttigieg,DEM,0,0,0,2,2
Clinton,Town of Ellenburg 1 ,President,Pete Buttigieg,DEM,0,3,0,2,5
Clinton,Town of Mooers 1 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,Town of Mooers 2 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Peru 1 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Peru 2 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Peru 3 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Peru 4 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Plattsburgh 1 ,President,Pete Buttigieg,DEM,0,3,0,0,3
Clinton,Town of Plattsburgh 2 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 3 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 4 ,President,Pete Buttigieg,DEM,0,3,0,1,4
Clinton,Town of Plattsburgh 5 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Plattsburgh 6 ,President,Pete Buttigieg,DEM,0,0,0,1,1
Clinton,Town of Plattsburgh 7 ,President,Pete Buttigieg,DEM,0,2,0,2,4
Clinton,Town of Saranac 1 ,President,Pete Buttigieg,DEM,0,1,0,1,2
Clinton,Town of Saranac 2 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Saranac 3 ,President,Pete Buttigieg,DEM,0,0,0,0,0
Clinton,Town of Schuyler Falls 1 ,President,Pete Buttigieg,DEM,0,1,0,0,1
Clinton,Town of Schuyler Falls 2 ,President,Pete Buttigieg,DEM,0,2,0,2,4
Clinton,Town of Schuyler Falls 3 ,President,Pete Buttigieg,DEM,0,2,0,0,2
Clinton,City of Plattsburgh Ward 1 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 1 2 ,President,Amy Klobuchar,DEM,0,3,0,1,4
Clinton,City of Plattsburgh Ward 1 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 2 1 ,President,Amy Klobuchar,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 2 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 3 1 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 3 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 4 1 ,President,Amy Klobuchar,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 4 2 ,President,Amy Klobuchar,DEM,0,2,0,0,2
Clinton,City of Plattsburgh Ward 5 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 5 2 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 6 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 6 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Altona 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of AuSable 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of AuSable 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 4 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Black Brook 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Black Brook 2 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Champlain 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Champlain 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Champlain 3 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Chazy 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Chazy 2 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Clinton 1 ,President,Amy Klobuchar,DEM,0,2,0,0,2
Clinton,Town of Dannemora 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Dannemora 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Dannemora 3 ,President,Amy Klobuchar,DEM,0,0,0,1,1
Clinton,Town of Ellenburg 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Mooers 1 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Mooers 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Peru 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Peru 2 ,President,Amy Klobuchar,DEM,0,1,0,2,3
Clinton,Town of Peru 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Peru 4 ,President,Amy Klobuchar,DEM,0,2,0,0,2
Clinton,Town of Plattsburgh 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 2 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 4 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Plattsburgh 5 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 6 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 7 ,President,Amy Klobuchar,DEM,0,1,0,1,2
Clinton,Town of Saranac 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Saranac 2 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Saranac 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Schuyler Falls 1 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,Town of Schuyler Falls 2 ,President,Amy Klobuchar,DEM,0,1,0,0,1
Clinton,Town of Schuyler Falls 3 ,President,Amy Klobuchar,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 1 1 ,President,Joseph R. Biden,DEM,0,29,0,5,34
Clinton,City of Plattsburgh Ward 1 2 ,President,Joseph R. Biden,DEM,0,142,0,53,195
Clinton,City of Plattsburgh Ward 1 3 ,President,Joseph R. Biden,DEM,0,2,0,1,3
Clinton,City of Plattsburgh Ward 2 1 ,President,Joseph R. Biden,DEM,0,40,0,19,59
Clinton,City of Plattsburgh Ward 2 2 ,President,Joseph R. Biden,DEM,0,15,0,8,23
Clinton,City of Plattsburgh Ward 3 1 ,President,Joseph R. Biden,DEM,0,70,0,29,99
Clinton,City of Plattsburgh Ward 3 2 ,President,Joseph R. Biden,DEM,0,76,0,49,125
Clinton,City of Plattsburgh Ward 4 1 ,President,Joseph R. Biden,DEM,0,69,0,40,109
Clinton,City of Plattsburgh Ward 4 2 ,President,Joseph R. Biden,DEM,0,87,0,42,129
Clinton,City of Plattsburgh Ward 5 1 ,President,Joseph R. Biden,DEM,0,49,0,22,71
Clinton,City of Plattsburgh Ward 5 2 ,President,Joseph R. Biden,DEM,0,76,0,31,107
Clinton,City of Plattsburgh Ward 6 1 ,President,Joseph R. Biden,DEM,0,59,0,27,86
Clinton,City of Plattsburgh Ward 6 2 ,President,Joseph R. Biden,DEM,0,21,0,22,43
Clinton,Town of Altona 1 ,President,Joseph R. Biden,DEM,0,37,0,19,56
Clinton,Town of AuSable 1 ,President,Joseph R. Biden,DEM,0,12,0,18,30
Clinton,Town of AuSable 2 ,President,Joseph R. Biden,DEM,0,34,0,15,49
Clinton,Town of Beekmantown 1 ,President,Joseph R. Biden,DEM,0,30,0,17,47
Clinton,Town of Beekmantown 2 ,President,Joseph R. Biden,DEM,0,32,0,13,45
Clinton,Town of Beekmantown 3 ,President,Joseph R. Biden,DEM,0,79,0,22,101
Clinton,Town of Beekmantown 4 ,President,Joseph R. Biden,DEM,0,42,0,14,56
Clinton,Town of Black Brook 1 ,President,Joseph R. Biden,DEM,0,28,0,11,39
Clinton,Town of Black Brook 2 ,President,Joseph R. Biden,DEM,0,6,0,5,11
Clinton,Town of Champlain 1 ,President,Joseph R. Biden,DEM,0,53,0,13,66
Clinton,Town of Champlain 2 ,President,Joseph R. Biden,DEM,0,61,0,18,79
Clinton,Town of Champlain 3 ,President,Joseph R. Biden,DEM,0,45,0,7,52
Clinton,Town of Chazy 1 ,President,Joseph R. Biden,DEM,0,61,0,18,79
Clinton,Town of Chazy 2 ,President,Joseph R. Biden,DEM,0,46,0,12,58
Clinton,Town of Clinton 1 ,President,Joseph R. Biden,DEM,0,15,0,5,20
Clinton,Town of Dannemora 1 ,President,Joseph R. Biden,DEM,0,5,0,9,14
Clinton,Town of Dannemora 2 ,President,Joseph R. Biden,DEM,0,12,0,5,17
Clinton,Town of Dannemora 3 ,President,Joseph R. Biden,DEM,0,17,0,12,29
Clinton,Town of Ellenburg 1 ,President,Joseph R. Biden,DEM,0,47,0,12,59
Clinton,Town of Mooers 1 ,President,Joseph R. Biden,DEM,0,35,0,17,52
Clinton,Town of Mooers 2 ,President,Joseph R. Biden,DEM,0,22,0,0,22
Clinton,Town of Peru 1 ,President,Joseph R. Biden,DEM,0,48,0,10,58
Clinton,Town of Peru 2 ,President,Joseph R. Biden,DEM,0,59,0,20,79
Clinton,Town of Peru 3 ,President,Joseph R. Biden,DEM,0,21,0,4,25
Clinton,Town of Peru 4 ,President,Joseph R. Biden,DEM,0,66,0,14,80
Clinton,Town of Plattsburgh 1 ,President,Joseph R. Biden,DEM,0,37,0,10,47
Clinton,Town of Plattsburgh 2 ,President,Joseph R. Biden,DEM,0,57,0,16,73
Clinton,Town of Plattsburgh 3 ,President,Joseph R. Biden,DEM,0,58,0,35,93
Clinton,Town of Plattsburgh 4 ,President,Joseph R. Biden,DEM,0,44,0,10,54
Clinton,Town of Plattsburgh 5 ,President,Joseph R. Biden,DEM,0,28,0,13,41
Clinton,Town of Plattsburgh 6 ,President,Joseph R. Biden,DEM,0,94,0,35,129
Clinton,Town of Plattsburgh 7 ,President,Joseph R. Biden,DEM,0,35,0,3,38
Clinton,Town of Saranac 1 ,President,Joseph R. Biden,DEM,0,45,0,11,56
Clinton,Town of Saranac 2 ,President,Joseph R. Biden,DEM,0,22,0,10,32
Clinton,Town of Saranac 3 ,President,Joseph R. Biden,DEM,0,21,0,11,32
Clinton,Town of Schuyler Falls 1 ,President,Joseph R. Biden,DEM,0,20,0,4,24
Clinton,Town of Schuyler Falls 2 ,President,Joseph R. Biden,DEM,0,49,0,15,64
Clinton,Town of Schuyler Falls 3 ,President,Joseph R. Biden,DEM,0,48,0,6,54
Clinton,City of Plattsburgh Ward 1 1 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 1 2 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 1 3 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 2 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 2 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 3 1 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 3 2 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 4 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 4 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 5 1 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 5 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 6 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 6 2 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,Town of Altona 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of AuSable 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of AuSable 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 3 ,President,Tulsi Gabbard,DEM,0,0,0,2,2
Clinton,Town of Beekmantown 4 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Black Brook 1 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,Town of Black Brook 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Champlain 1 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,Town of Champlain 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Champlain 3 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Chazy 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Chazy 2 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,Town of Clinton 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Dannemora 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Dannemora 2 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,Town of Dannemora 3 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Ellenburg 1 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,Town of Mooers 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Mooers 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Peru 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Peru 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Peru 3 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Peru 4 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 3 ,President,Tulsi Gabbard,DEM,0,1,0,2,3
Clinton,Town of Plattsburgh 4 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,Town of Plattsburgh 5 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Plattsburgh 6 ,President,Tulsi Gabbard,DEM,0,2,0,0,2
Clinton,Town of Plattsburgh 7 ,President,Tulsi Gabbard,DEM,0,1,0,0,1
Clinton,Town of Saranac 1 ,President,Tulsi Gabbard,DEM,0,0,0,2,2
Clinton,Town of Saranac 2 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Saranac 3 ,President,Tulsi Gabbard,DEM,0,0,0,1,1
Clinton,Town of Schuyler Falls 1 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,Town of Schuyler Falls 2 ,President,Tulsi Gabbard,DEM,0,1,0,1,2
Clinton,Town of Schuyler Falls 3 ,President,Tulsi Gabbard,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 1 1 ,President,Bernie Sanders,DEM,0,5,0,5,10
Clinton,City of Plattsburgh Ward 1 2 ,President,Bernie Sanders,DEM,0,22,0,25,47
Clinton,City of Plattsburgh Ward 1 3 ,President,Bernie Sanders,DEM,0,2,0,0,2
Clinton,City of Plattsburgh Ward 2 1 ,President,Bernie Sanders,DEM,0,8,0,17,25
Clinton,City of Plattsburgh Ward 2 2 ,President,Bernie Sanders,DEM,0,5,0,12,17
Clinton,City of Plattsburgh Ward 3 1 ,President,Bernie Sanders,DEM,0,15,0,9,24
Clinton,City of Plattsburgh Ward 3 2 ,President,Bernie Sanders,DEM,0,29,0,14,43
Clinton,City of Plattsburgh Ward 4 1 ,President,Bernie Sanders,DEM,0,23,0,31,54
Clinton,City of Plattsburgh Ward 4 2 ,President,Bernie Sanders,DEM,0,18,0,11,29
Clinton,City of Plattsburgh Ward 5 1 ,President,Bernie Sanders,DEM,0,16,0,13,29
Clinton,City of Plattsburgh Ward 5 2 ,President,Bernie Sanders,DEM,0,26,0,23,49
Clinton,City of Plattsburgh Ward 6 1 ,President,Bernie Sanders,DEM,0,24,0,23,47
Clinton,City of Plattsburgh Ward 6 2 ,President,Bernie Sanders,DEM,0,16,0,22,38
Clinton,Town of Altona 1 ,President,Bernie Sanders,DEM,0,17,0,1,18
Clinton,Town of AuSable 1 ,President,Bernie Sanders,DEM,0,8,0,6,14
Clinton,Town of AuSable 2 ,President,Bernie Sanders,DEM,0,8,0,2,10
Clinton,Town of Beekmantown 1 ,President,Bernie Sanders,DEM,0,8,0,4,12
Clinton,Town of Beekmantown 2 ,President,Bernie Sanders,DEM,0,5,0,4,9
Clinton,Town of Beekmantown 3 ,President,Bernie Sanders,DEM,0,15,0,12,27
Clinton,Town of Beekmantown 4 ,President,Bernie Sanders,DEM,0,9,0,5,14
Clinton,Town of Black Brook 1 ,President,Bernie Sanders,DEM,0,3,0,1,4
Clinton,Town of Black Brook 2 ,President,Bernie Sanders,DEM,0,3,0,2,5
Clinton,Town of Champlain 1 ,President,Bernie Sanders,DEM,0,8,0,3,11
Clinton,Town of Champlain 2 ,President,Bernie Sanders,DEM,0,13,0,6,19
Clinton,Town of Champlain 3 ,President,Bernie Sanders,DEM,0,10,0,15,25
Clinton,Town of Chazy 1 ,President,Bernie Sanders,DEM,0,16,0,4,20
Clinton,Town of Chazy 2 ,President,Bernie Sanders,DEM,0,21,0,5,26
Clinton,Town of Clinton 1 ,President,Bernie Sanders,DEM,0,1,0,1,2
Clinton,Town of Dannemora 1 ,President,Bernie Sanders,DEM,0,0,0,0,0
Clinton,Town of Dannemora 2 ,President,Bernie Sanders,DEM,0,1,0,5,6
Clinton,Town of Dannemora 3 ,President,Bernie Sanders,DEM,0,1,0,4,5
Clinton,Town of Ellenburg 1 ,President,Bernie Sanders,DEM,0,5,0,1,6
Clinton,Town of Mooers 1 ,President,Bernie Sanders,DEM,0,5,0,5,10
Clinton,Town of Mooers 2 ,President,Bernie Sanders,DEM,0,2,0,6,8
Clinton,Town of Peru 1 ,President,Bernie Sanders,DEM,0,6,0,5,11
Clinton,Town of Peru 2 ,President,Bernie Sanders,DEM,0,19,0,8,27
Clinton,Town of Peru 3 ,President,Bernie Sanders,DEM,0,7,0,1,8
Clinton,Town of Peru 4 ,President,Bernie Sanders,DEM,0,15,0,8,23
Clinton,Town of Plattsburgh 1 ,President,Bernie Sanders,DEM,0,16,0,5,21
Clinton,Town of Plattsburgh 2 ,President,Bernie Sanders,DEM,0,15,0,7,22
Clinton,Town of Plattsburgh 3 ,President,Bernie Sanders,DEM,0,13,0,8,21
Clinton,Town of Plattsburgh 4 ,President,Bernie Sanders,DEM,0,6,0,9,15
Clinton,Town of Plattsburgh 5 ,President,Bernie Sanders,DEM,0,12,0,5,17
Clinton,Town of Plattsburgh 6 ,President,Bernie Sanders,DEM,0,20,0,15,35
Clinton,Town of Plattsburgh 7 ,President,Bernie Sanders,DEM,0,10,0,9,19
Clinton,Town of Saranac 1 ,President,Bernie Sanders,DEM,0,11,0,4,15
Clinton,Town of Saranac 2 ,President,Bernie Sanders,DEM,0,5,0,7,12
Clinton,Town of Saranac 3 ,President,Bernie Sanders,DEM,0,3,0,3,6
Clinton,Town of Schuyler Falls 1 ,President,Bernie Sanders,DEM,0,3,0,4,7
Clinton,Town of Schuyler Falls 2 ,President,Bernie Sanders,DEM,0,14,0,5,19
Clinton,Town of Schuyler Falls 3 ,President,Bernie Sanders,DEM,0,5,0,9,14
Clinton,City of Plattsburgh Ward 1 1 ,President,Michael R. Bloomberg,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 1 2 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 1 3 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 2 1 ,President,Michael R. Bloomberg,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 2 2 ,President,Michael R. Bloomberg,DEM,0,0,0,1,1
Clinton,City of Plattsburgh Ward 3 1 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 3 2 ,President,Michael R. Bloomberg,DEM,0,0,0,2,2
Clinton,City of Plattsburgh Ward 4 1 ,President,Michael R. Bloomberg,DEM,0,1,0,1,2
Clinton,City of Plattsburgh Ward 4 2 ,President,Michael R. Bloomberg,DEM,0,2,0,0,2
Clinton,City of Plattsburgh Ward 5 1 ,President,Michael R. Bloomberg,DEM,0,1,0,0,1
Clinton,City of Plattsburgh Ward 5 2 ,President,Michael R. Bloomberg,DEM,0,3,0,0,3
Clinton,City of Plattsburgh Ward 6 1 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,City of Plattsburgh Ward 6 2 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of Altona 1 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of AuSable 1 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of AuSable 2 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 1 ,President,Michael R. Bloomberg,DEM,0,1,0,0,1
Clinton,Town of Beekmantown 2 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 3 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
Clinton,Town of Beekmantown 4 ,President,Michael R. Bloomberg,DEM,0,0,0,0,0
