county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Yates,Torrey 1,U.S. House,23,Under Votes,,23,17,1,5
Yates,Cumulative,U.S. House,23,Under Votes,,1,0,1,0
Yates,Barrington 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Benton 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Benton 2,U.S. House,23,Over Votes,,1,0,1,0
Yates,Italy 1,U.S. House,23,Over Votes,,2,0,1,1
Yates,Jerusalem 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Jerusalem 2,U.S. House,23,Over Votes,,1,0,0,1
Yates,Jerusalem 3,U.S. House,23,Over Votes,,0,0,0,0
Yates,Jerusalem 4,U.S. House,23,Over Votes,,0,0,0,0
Yates,Middlesex 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Milo 2,U.S. House,23,Over Votes,,1,0,1,0
Yates,Milo 3,U.S. House,23,Over Votes,,2,0,1,1
Yates,Milo 4,U.S. House,23,Over Votes,,1,0,0,1
Yates,Milo 5,U.S. House,23,Over Votes,,0,0,0,0
Yates,Milo 6,U.S. House,23,Over Votes,,0,0,0,0
Yates,Potter 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Starkey 1,U.S. House,23,Over Votes,,1,1,0,0
Yates,Starkey 2,U.S. House,23,Over Votes,,0,0,0,0
Yates,Torrey 1,U.S. House,23,Over Votes,,0,0,0,0
Yates,Cumulative,U.S. House,23,Over Votes,,0,0,0,0
Yates,Barrington 1,State Senate,58,Leslie Danks Burke,DEM,183,74,46,63
Yates,Benton 1,State Senate,58,Leslie Danks Burke,DEM,104,35,24,45
Yates,Benton 2,State Senate,58,Leslie Danks Burke,DEM,180,51,49,80
Yates,Italy 1,State Senate,58,Leslie Danks Burke,DEM,147,69,31,47
Yates,Jerusalem 1,State Senate,58,Leslie Danks Burke,DEM,230,50,58,122
Yates,Jerusalem 2,State Senate,58,Leslie Danks Burke,DEM,162,54,40,68
Yates,Jerusalem 3,State Senate,58,Leslie Danks Burke,DEM,152,59,49,44
Yates,Jerusalem 4,State Senate,58,Leslie Danks Burke,DEM,183,40,39,104
Yates,Middlesex 1,State Senate,58,Leslie Danks Burke,DEM,211,99,66,46
Yates,Milo 2,State Senate,58,Leslie Danks Burke,DEM,274,53,76,145
Yates,Milo 3,State Senate,58,Leslie Danks Burke,DEM,204,59,57,88
Yates,Milo 4,State Senate,58,Leslie Danks Burke,DEM,92,40,21,31
Yates,Milo 5,State Senate,58,Leslie Danks Burke,DEM,245,41,82,122
Yates,Milo 6,State Senate,58,Leslie Danks Burke,DEM,205,37,71,97
Yates,Potter 1,State Senate,58,Leslie Danks Burke,DEM,143,74,21,48
Yates,Starkey 1,State Senate,58,Leslie Danks Burke,DEM,167,79,33,55
Yates,Starkey 2,State Senate,58,Leslie Danks Burke,DEM,211,75,71,65
Yates,Torrey 1,State Senate,58,Leslie Danks Burke,DEM,186,79,35,72
Yates,Cumulative,State Senate,58,Leslie Danks Burke,DEM,1,0,1,0
Yates,Barrington 1,State Senate,58,Thomas F O'Mara,REP,350,258,42,50
Yates,Benton 1,State Senate,58,Thomas F O'Mara,REP,285,215,30,40
Yates,Benton 2,State Senate,58,Thomas F O'Mara,REP,343,240,35,68
Yates,Italy 1,State Senate,58,Thomas F O'Mara,REP,284,245,22,17
Yates,Jerusalem 1,State Senate,58,Thomas F O'Mara,REP,294,180,36,78
Yates,Jerusalem 2,State Senate,58,Thomas F O'Mara,REP,256,165,38,53
Yates,Jerusalem 3,State Senate,58,Thomas F O'Mara,REP,285,190,38,57
Yates,Jerusalem 4,State Senate,58,Thomas F O'Mara,REP,280,150,44,86
Yates,Middlesex 1,State Senate,58,Thomas F O'Mara,REP,412,334,43,35
Yates,Milo 2,State Senate,58,Thomas F O'Mara,REP,340,158,61,121
Yates,Milo 3,State Senate,58,Thomas F O'Mara,REP,282,139,44,99
Yates,Milo 4,State Senate,58,Thomas F O'Mara,REP,224,183,17,24
Yates,Milo 5,State Senate,58,Thomas F O'Mara,REP,289,128,37,124
Yates,Milo 6,State Senate,58,Thomas F O'Mara,REP,358,147,62,149
Yates,Potter 1,State Senate,58,Thomas F O'Mara,REP,421,336,25,60
Yates,Starkey 1,State Senate,58,Thomas F O'Mara,REP,361,269,41,51
Yates,Starkey 2,State Senate,58,Thomas F O'Mara,REP,382,276,39,67
Yates,Torrey 1,State Senate,58,Thomas F O'Mara,REP,308,219,26,63
Yates,Cumulative,State Senate,58,Thomas F O'Mara,REP,0,0,0,0
Yates,Barrington 1,State Senate,58,Thomas F O'Mara,CON,41,28,4,9
Yates,Benton 1,State Senate,58,Thomas F O'Mara,CON,36,28,2,6
Yates,Benton 2,State Senate,58,Thomas F O'Mara,CON,32,18,3,11
Yates,Italy 1,State Senate,58,Thomas F O'Mara,CON,37,32,4,1
Yates,Jerusalem 1,State Senate,58,Thomas F O'Mara,CON,30,17,4,9
Yates,Jerusalem 2,State Senate,58,Thomas F O'Mara,CON,33,26,5,2
Yates,Jerusalem 3,State Senate,58,Thomas F O'Mara,CON,36,23,6,7
Yates,Jerusalem 4,State Senate,58,Thomas F O'Mara,CON,26,20,1,5
Yates,Middlesex 1,State Senate,58,Thomas F O'Mara,CON,67,61,6,0
Yates,Milo 2,State Senate,58,Thomas F O'Mara,CON,38,14,5,19
Yates,Milo 3,State Senate,58,Thomas F O'Mara,CON,34,22,3,9
Yates,Milo 4,State Senate,58,Thomas F O'Mara,CON,29,25,2,2
Yates,Milo 5,State Senate,58,Thomas F O'Mara,CON,38,20,3,15
Yates,Milo 6,State Senate,58,Thomas F O'Mara,CON,48,26,9,13
Yates,Potter 1,State Senate,58,Thomas F O'Mara,CON,52,39,9,4
Yates,Starkey 1,State Senate,58,Thomas F O'Mara,CON,36,27,5,4
Yates,Starkey 2,State Senate,58,Thomas F O'Mara,CON,32,23,3,6
Yates,Torrey 1,State Senate,58,Thomas F O'Mara,CON,39,31,6,2
Yates,Cumulative,State Senate,58,Thomas F O'Mara,CON,0,0,0,0
Yates,Barrington 1,State Senate,58,Leslie Danks Burke,WOR,9,4,3,2
Yates,Benton 1,State Senate,58,Leslie Danks Burke,WOR,10,5,2,3
Yates,Benton 2,State Senate,58,Leslie Danks Burke,WOR,13,6,2,5
Yates,Italy 1,State Senate,58,Leslie Danks Burke,WOR,20,11,3,6
Yates,Jerusalem 1,State Senate,58,Leslie Danks Burke,WOR,14,6,3,5
Yates,Jerusalem 2,State Senate,58,Leslie Danks Burke,WOR,21,7,5,9
Yates,Jerusalem 3,State Senate,58,Leslie Danks Burke,WOR,16,9,1,6
Yates,Jerusalem 4,State Senate,58,Leslie Danks Burke,WOR,14,7,2,5
Yates,Middlesex 1,State Senate,58,Leslie Danks Burke,WOR,27,13,6,8
Yates,Milo 2,State Senate,58,Leslie Danks Burke,WOR,23,13,3,7
Yates,Milo 3,State Senate,58,Leslie Danks Burke,WOR,23,9,4,10
Yates,Milo 4,State Senate,58,Leslie Danks Burke,WOR,13,10,0,3
Yates,Milo 5,State Senate,58,Leslie Danks Burke,WOR,22,8,7,7
Yates,Milo 6,State Senate,58,Leslie Danks Burke,WOR,13,6,2,5
Yates,Potter 1,State Senate,58,Leslie Danks Burke,WOR,15,9,4,2
Yates,Starkey 1,State Senate,58,Leslie Danks Burke,WOR,21,8,5,8
Yates,Starkey 2,State Senate,58,Leslie Danks Burke,WOR,18,11,0,7
Yates,Torrey 1,State Senate,58,Leslie Danks Burke,WOR,10,5,3,2
Yates,Cumulative,State Senate,58,Leslie Danks Burke,WOR,0,0,0,0
Yates,Barrington 1,State Senate,58,Thomas F O'Mara,IND,10,4,5,1
Yates,Benton 1,State Senate,58,Thomas F O'Mara,IND,8,6,1,1
Yates,Benton 2,State Senate,58,Thomas F O'Mara,IND,8,5,2,1
Yates,Italy 1,State Senate,58,Thomas F O'Mara,IND,7,6,1,0
Yates,Jerusalem 1,State Senate,58,Thomas F O'Mara,IND,3,2,1,0
Yates,Jerusalem 2,State Senate,58,Thomas F O'Mara,IND,2,2,0,0
Yates,Jerusalem 3,State Senate,58,Thomas F O'Mara,IND,5,3,0,2
Yates,Jerusalem 4,State Senate,58,Thomas F O'Mara,IND,5,3,1,1
Yates,Middlesex 1,State Senate,58,Thomas F O'Mara,IND,9,8,1,0
Yates,Milo 2,State Senate,58,Thomas F O'Mara,IND,8,4,0,4
Yates,Milo 3,State Senate,58,Thomas F O'Mara,IND,9,7,0,2
Yates,Milo 4,State Senate,58,Thomas F O'Mara,IND,5,5,0,0
Yates,Milo 5,State Senate,58,Thomas F O'Mara,IND,8,3,1,4
Yates,Milo 6,State Senate,58,Thomas F O'Mara,IND,10,5,4,1
Yates,Potter 1,State Senate,58,Thomas F O'Mara,IND,7,4,3,0
Yates,Starkey 1,State Senate,58,Thomas F O'Mara,IND,7,6,1,0
Yates,Starkey 2,State Senate,58,Thomas F O'Mara,IND,8,5,2,1
Yates,Torrey 1,State Senate,58,Thomas F O'Mara,IND,2,2,0,0
Yates,Cumulative,State Senate,58,Thomas F O'Mara,IND,0,0,0,0
Yates,Barrington 1,State Senate,58,Leslie Danks Burke,REF,2,1,1,0
Yates,Benton 1,State Senate,58,Leslie Danks Burke,REF,1,1,0,0
Yates,Benton 2,State Senate,58,Leslie Danks Burke,REF,1,0,1,0
Yates,Italy 1,State Senate,58,Leslie Danks Burke,REF,1,1,0,0
Yates,Jerusalem 1,State Senate,58,Leslie Danks Burke,REF,1,0,1,0
Yates,Jerusalem 2,State Senate,58,Leslie Danks Burke,REF,2,0,1,1
Yates,Jerusalem 3,State Senate,58,Leslie Danks Burke,REF,1,1,0,0
Yates,Jerusalem 4,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Middlesex 1,State Senate,58,Leslie Danks Burke,REF,1,0,0,1
Yates,Milo 2,State Senate,58,Leslie Danks Burke,REF,3,1,1,1
Yates,Milo 3,State Senate,58,Leslie Danks Burke,REF,2,0,0,2
Yates,Milo 4,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Milo 5,State Senate,58,Leslie Danks Burke,REF,2,1,0,1
Yates,Milo 6,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Potter 1,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Starkey 1,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Starkey 2,State Senate,58,Leslie Danks Burke,REF,1,1,0,0
Yates,Torrey 1,State Senate,58,Leslie Danks Burke,REF,1,1,0,0
Yates,Cumulative,State Senate,58,Leslie Danks Burke,REF,0,0,0,0
Yates,Barrington 1,State Senate,58,Under Votes,,29,19,6,4
Yates,Benton 1,State Senate,58,Under Votes,,29,14,6,9
Yates,Benton 2,State Senate,58,Under Votes,,39,19,9,11
Yates,Italy 1,State Senate,58,Under Votes,,38,33,3,2
Yates,Jerusalem 1,State Senate,58,Under Votes,,30,15,8,7
Yates,Jerusalem 2,State Senate,58,Under Votes,,34,28,4,2
Yates,Jerusalem 3,State Senate,58,Under Votes,,24,14,6,4
Yates,Jerusalem 4,State Senate,58,Under Votes,,26,8,4,14
Yates,Middlesex 1,State Senate,58,Under Votes,,49,38,9,2
Yates,Milo 2,State Senate,58,Under Votes,,40,13,14,13
Yates,Milo 3,State Senate,58,Under Votes,,30,9,7,14
Yates,Milo 4,State Senate,58,Under Votes,,12,11,0,1
Yates,Milo 5,State Senate,58,Under Votes,,41,14,7,20
Yates,Milo 6,State Senate,58,Under Votes,,26,13,5,8
Yates,Potter 1,State Senate,58,Under Votes,,38,22,9,7
Yates,Starkey 1,State Senate,58,Under Votes,,29,14,8,7
Yates,Starkey 2,State Senate,58,Under Votes,,33,20,5,8
Yates,Torrey 1,State Senate,58,Under Votes,,37,25,5,7
Yates,Cumulative,State Senate,58,Under Votes,,0,0,0,0
Yates,Barrington 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Benton 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Benton 2,State Senate,58,Over Votes,,0,0,0,0
Yates,Italy 1,State Senate,58,Over Votes,,2,0,1,1
Yates,Jerusalem 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Jerusalem 2,State Senate,58,Over Votes,,0,0,0,0
Yates,Jerusalem 3,State Senate,58,Over Votes,,0,0,0,0
Yates,Jerusalem 4,State Senate,58,Over Votes,,1,0,0,1
Yates,Middlesex 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Milo 2,State Senate,58,Over Votes,,2,0,2,0
Yates,Milo 3,State Senate,58,Over Votes,,2,1,1,0
Yates,Milo 4,State Senate,58,Over Votes,,1,0,0,1
Yates,Milo 5,State Senate,58,Over Votes,,0,0,0,0
Yates,Milo 6,State Senate,58,Over Votes,,0,0,0,0
Yates,Potter 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Starkey 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Starkey 2,State Senate,58,Over Votes,,0,0,0,0
Yates,Torrey 1,State Senate,58,Over Votes,,0,0,0,0
Yates,Cumulative,State Senate,58,Over Votes,,0,0,0,0
Yates,Barrington 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Benton 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Benton 2,State Senate,58,Write-ins,,0,0,0,0
Yates,Italy 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Jerusalem 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Jerusalem 2,State Senate,58,Write-ins,,0,0,0,0
Yates,Jerusalem 3,State Senate,58,Write-ins,,0,0,0,0
Yates,Jerusalem 4,State Senate,58,Write-ins,,0,0,0,0
Yates,Middlesex 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Milo 2,State Senate,58,Write-ins,,0,0,0,0
Yates,Milo 3,State Senate,58,Write-ins,,0,0,0,0
Yates,Milo 4,State Senate,58,Write-ins,,0,0,0,0
Yates,Milo 5,State Senate,58,Write-ins,,0,0,0,0
Yates,Milo 6,State Senate,58,Write-ins,,0,0,0,0
Yates,Potter 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Starkey 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Starkey 2,State Senate,58,Write-ins,,0,0,0,0
Yates,Torrey 1,State Senate,58,Write-ins,,0,0,0,0
Yates,Cumulative,State Senate,58,Write-ins,,0,0,0,0
Yates,Barrington 1,State Assembly,132,Philip A Palmesano,REP,397,278,62,57
Yates,Benton 1,State Assembly,132,Philip A Palmesano,REP,302,224,33,45
Yates,Benton 2,State Assembly,132,Philip A Palmesano,REP,400,253,54,93
Yates,Italy 1,State Assembly,132,Philip A Palmesano,REP,305,258,28,19
Yates,Jerusalem 1,State Assembly,132,Philip A Palmesano,REP,332,194,42,96
Yates,Jerusalem 2,State Assembly,132,Philip A Palmesano,REP,305,187,49,69
Yates,Jerusalem 3,State Assembly,132,Philip A Palmesano,REP,311,202,45,64
Yates,Jerusalem 4,State Assembly,132,Philip A Palmesano,REP,310,162,52,96
Yates,Middlesex 1,State Assembly,132,Philip A Palmesano,REP,447,352,51,44
Yates,Milo 2,State Assembly,132,Philip A Palmesano,REP,442,179,93,170
Yates,Milo 3,State Assembly,132,Philip A Palmesano,REP,329,161,58,110
Yates,Milo 4,State Assembly,132,Philip A Palmesano,REP,243,192,20,31
Yates,Milo 5,State Assembly,132,Philip A Palmesano,REP,360,157,54,149
Yates,Milo 6,State Assembly,132,Philip A Palmesano,REP,409,156,84,169
Yates,Potter 1,State Assembly,132,Philip A Palmesano,REP,459,356,33,70
Yates,Starkey 1,State Assembly,132,Philip A Palmesano,REP,401,286,54,61
Yates,Starkey 2,State Assembly,132,Philip A Palmesano,REP,437,305,52,80
Yates,Torrey 1,State Assembly,132,Philip A Palmesano,REP,355,248,32,75
Yates,Cumulative,State Assembly,132,Philip A Palmesano,REP,0,0,0,0
Yates,Barrington 1,State Assembly,132,Philip A Palmesano,CON,50,34,6,10
Yates,Benton 1,State Assembly,132,Philip A Palmesano,CON,46,29,7,10
Yates,Benton 2,State Assembly,132,Philip A Palmesano,CON,47,27,5,15
Yates,Italy 1,State Assembly,132,Philip A Palmesano,CON,40,33,5,2
Yates,Jerusalem 1,State Assembly,132,Philip A Palmesano,CON,44,20,9,15
Yates,Jerusalem 2,State Assembly,132,Philip A Palmesano,CON,46,30,8,8
Yates,Jerusalem 3,State Assembly,132,Philip A Palmesano,CON,42,26,8,8
Yates,Jerusalem 4,State Assembly,132,Philip A Palmesano,CON,37,27,2,8
Yates,Middlesex 1,State Assembly,132,Philip A Palmesano,CON,81,67,9,5
Yates,Milo 2,State Assembly,132,Philip A Palmesano,CON,63,24,10,29
Yates,Milo 3,State Assembly,132,Philip A Palmesano,CON,50,26,7,17
Yates,Milo 4,State Assembly,132,Philip A Palmesano,CON,34,29,2,3
Yates,Milo 5,State Assembly,132,Philip A Palmesano,CON,51,19,9,23
Yates,Milo 6,State Assembly,132,Philip A Palmesano,CON,64,30,13,21
Yates,Potter 1,State Assembly,132,Philip A Palmesano,CON,64,47,13,4
Yates,Starkey 1,State Assembly,132,Philip A Palmesano,CON,39,28,4,7
Yates,Starkey 2,State Assembly,132,Philip A Palmesano,CON,44,27,8,9
Yates,Torrey 1,State Assembly,132,Philip A Palmesano,CON,42,28,9,5
Yates,Cumulative,State Assembly,132,Philip A Palmesano,CON,0,0,0,0
Yates,Barrington 1,State Assembly,132,Philip A Palmesano,IND,12,6,3,3
Yates,Benton 1,State Assembly,132,Philip A Palmesano,IND,15,9,2,4
Yates,Benton 2,State Assembly,132,Philip A Palmesano,IND,26,8,8,10
Yates,Italy 1,State Assembly,132,Philip A Palmesano,IND,20,11,7,2
Yates,Jerusalem 1,State Assembly,132,Philip A Palmesano,IND,13,5,5,3
Yates,Jerusalem 2,State Assembly,132,Philip A Palmesano,IND,7,4,1,2
Yates,Jerusalem 3,State Assembly,132,Philip A Palmesano,IND,11,8,0,3
Yates,Jerusalem 4,State Assembly,132,Philip A Palmesano,IND,20,8,5,7
Yates,Middlesex 1,State Assembly,132,Philip A Palmesano,IND,25,14,6,5
Yates,Milo 2,State Assembly,132,Philip A Palmesano,IND,35,12,8,15
Yates,Milo 3,State Assembly,132,Philip A Palmesano,IND,35,14,6,15
Yates,Milo 4,State Assembly,132,Philip A Palmesano,IND,8,5,1,2
Yates,Milo 5,State Assembly,132,Philip A Palmesano,IND,32,10,8,14
Yates,Milo 6,State Assembly,132,Philip A Palmesano,IND,18,5,6,7
Yates,Potter 1,State Assembly,132,Philip A Palmesano,IND,27,17,7,3
Yates,Starkey 1,State Assembly,132,Philip A Palmesano,IND,24,14,4,6
Yates,Starkey 2,State Assembly,132,Philip A Palmesano,IND,24,11,4,9
Yates,Torrey 1,State Assembly,132,Philip A Palmesano,IND,17,9,3,5
Yates,Cumulative,State Assembly,132,Philip A Palmesano,IND,0,0,0,0
Yates,Barrington 1,State Assembly,132,Under Votes,,165,70,36,59
Yates,Benton 1,State Assembly,132,Under Votes,,109,42,23,44
Yates,Benton 2,State Assembly,132,Under Votes,,142,51,34,57
Yates,Italy 1,State Assembly,132,Under Votes,,167,95,23,49
Yates,Jerusalem 1,State Assembly,132,Under Votes,,213,51,55,107
Yates,Jerusalem 2,State Assembly,132,Under Votes,,150,60,35,55
Yates,Jerusalem 3,State Assembly,132,Under Votes,,154,63,46,45
Yates,Jerusalem 4,State Assembly,132,Under Votes,,165,31,30,104
Yates,Middlesex 1,State Assembly,132,Under Votes,,223,120,65,38
Yates,Milo 2,State Assembly,132,Under Votes,,187,41,50,96
Yates,Milo 3,State Assembly,132,Under Votes,,171,45,45,81
Yates,Milo 4,State Assembly,132,Under Votes,,91,48,17,26
Yates,Milo 5,State Assembly,132,Under Votes,,202,29,66,107
Yates,Milo 6,State Assembly,132,Under Votes,,169,43,50,76
Yates,Potter 1,State Assembly,132,Under Votes,,126,64,18,44
Yates,Starkey 1,State Assembly,132,Under Votes,,156,74,31,51
Yates,Starkey 2,State Assembly,132,Under Votes,,179,68,56,55
Yates,Torrey 1,State Assembly,132,Under Votes,,169,77,31,61
Yates,Cumulative,State Assembly,132,Under Votes,,1,0,1,0
Yates,Barrington 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Benton 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Benton 2,State Assembly,132,Over Votes,,0,0,0,0
Yates,Italy 1,State Assembly,132,Over Votes,,1,0,1,0
Yates,Jerusalem 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Jerusalem 2,State Assembly,132,Over Votes,,0,0,0,0
Yates,Jerusalem 3,State Assembly,132,Over Votes,,0,0,0,0
Yates,Jerusalem 4,State Assembly,132,Over Votes,,0,0,0,0
Yates,Middlesex 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Milo 2,State Assembly,132,Over Votes,,0,0,0,0
Yates,Milo 3,State Assembly,132,Over Votes,,0,0,0,0
Yates,Milo 4,State Assembly,132,Over Votes,,0,0,0,0
Yates,Milo 5,State Assembly,132,Over Votes,,0,0,0,0
Yates,Milo 6,State Assembly,132,Over Votes,,0,0,0,0
Yates,Potter 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Starkey 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Starkey 2,State Assembly,132,Over Votes,,0,0,0,0
Yates,Torrey 1,State Assembly,132,Over Votes,,0,0,0,0
Yates,Cumulative,State Assembly,132,Over Votes,,0,0,0,0
Yates,Barrington 1,State Assembly,132,Write-ins,,0,0,0,0
Yates,Benton 1,State Assembly,132,Write-ins,,1,0,0,1
Yates,Benton 2,State Assembly,132,Write-ins,,1,0,0,1
Yates,Italy 1,State Assembly,132,Write-ins,,3,0,1,2
Yates,Jerusalem 1,State Assembly,132,Write-ins,,0,0,0,0
Yates,Jerusalem 2,State Assembly,132,Write-ins,,2,1,0,1
Yates,Jerusalem 3,State Assembly,132,Write-ins,,1,0,1,0
Yates,Jerusalem 4,State Assembly,132,Write-ins,,3,0,2,1
Yates,Middlesex 1,State Assembly,132,Write-ins,,0,0,0,0
Yates,Milo 2,State Assembly,132,Write-ins,,1,0,1,0
Yates,Milo 3,State Assembly,132,Write-ins,,1,0,0,1
Yates,Milo 4,State Assembly,132,Write-ins,,0,0,0,0
Yates,Milo 5,State Assembly,132,Write-ins,,0,0,0,0
Yates,Milo 6,State Assembly,132,Write-ins,,0,0,0,0
Yates,Potter 1,State Assembly,132,Write-ins,,0,0,0,0
Yates,Starkey 1,State Assembly,132,Write-ins,,1,1,0,0
Yates,Starkey 2,State Assembly,132,Write-ins,,1,0,0,1
Yates,Torrey 1,State Assembly,132,Write-ins,,0,0,0,0
Yates,Cumulative,State Assembly,132,Write-ins,,15,2,5,8